-----  Network Simulator Version    2.3 -------- 

Enter the number of messages to simulate: Packet loss probability [enter number between 0.0 and 1.0]: Packet corruption probability [0.0 for no corruption]: Packet out-of-order probability [0.0 for no out-of-order]: Average time between messages from sender's layer5 [ > 0.0]: Enter Level of tracing desired: Do you want actions randomized: (1 = yes, 0 = no)? Do you want Bidirectional: (1 = yes, 0 = no)? Input parameters:
Number of Messages = 1000  Lost Packet Prob. =   0.500
Corrupt Packet Prob. =   0.500  Out Of Order Prob. =   0.500
Ave. time between messages =    10.00  Trace level = 1
Randomize = 0  Bi-directional = 0

A:     572.9231,  Layer 5 to 4  Message = f8i;l>fBrEuHxK{N~Q$T
A:     591.4905,  Layer 5 to 4  Message = gKxqU9{gD(jN2tX<~cG+
A:     593.3703,  Layer 5 to 4  Message = h^SI>4*}hi_TJ?5+~tj`
A:     606.5425,  Layer 5 to 4  Message = ipw~(x6=EiSZbipw~(x6
A:     611.3767,  Layer 5 to 4  Message = d%=Vo*C[txja24Mf~9Rk
A:     620.2312,  Layer 5 to 4  Message = k7b.X%OyFp<k3^*T~KuB
A:     638.3525,  Layer 5 to 4  Message = lf(dB}[9uS1ml)3C~]:v
A:     642.4736,  Layer 5 to 4  Message = m]L;+xhWG6&scmB1~n^M
A:     646.1668,  Layer 5 to 4  Message = nopqrstuvwxyz{n}~!#$
A:     657.9443,  Layer 5 to 4  Message = o$6I[n#5HZm!4GYo~3FX
A:     662.3275,  Layer 5 to 4  Message = p6Z~EixSw=b(Lp6ZpEix
A:     671.3495,  Layer 5 to 4  Message = dI~V.d;qI~V.2;qI~q.d
A:     684.2536,  Layer 5 to 4  Message = r[E.u_H1xbK4{eN7~hr:
A:     703.2010,  Layer 5 to 4  Message = snid_YTOJE?:50+&~yts
A:     711.8735,  Layer 5 to 4  Message = t#x;HTamy(4AMYfr~-9F
A:     729.7757,  Layer 5 to 4  Message = uuSq1Om-Ki)Ge%3a~>]z
A:     732.9884,  Layer 5 to 4  Message = vHvIxJyKzL{M|N}O~P!Q
A:     747.9014,  Layer 5 to 4  Message = wZ=wbE(iLxpS6wZ=~bE(
A:     752.0330,  Layer 5 to 4  Message = dmbVx?4){peY2C7,~sh]
A:     771.7789,  Layer 5 to 4  Message = y!(.4yAGMSY`flrx~'-3
A:     779.7931,  Layer 5 to 4  Message = z4Ld{5ze|6Nf}7Og~8Ph
A:     794.7780,  Layer 5 to 4  Message = {Gp;e0Y{NwCl7a,U~Js>
A:     806.7876,  Layer 5 to 4  Message = |Y6qN+fC|Z7rO,gD~[8s
A:     812.1439,  Layer 5 to 4  Message = }lZI7&raO},xgUD2~m[J
A:     814.1959,  Layer 5 to 4  Message = ~fDUgx,=Oa~&7I3l}1CT
A:     822.1011,  Layer 5 to 4  Message = !3EVhy->Pbs'2J[m~2DU
A:     826.0364,  Layer 5 to 4  Message = ##i.Qt9]!Eh-Ps8[~Dg,
A:     826.0391,  Layer 5 to 4  Message = $X$d:oFzQ(]3h>sJ~U,a
A:     830.7077,  Layer 5 to 4  Message = %kS%$jR:#iQ9!hP8~gO7
A:     837.3721,  Layer 5 to 4  Message = &}wq&e_XRLF?93-'~xrl
A:     844.5243,  Layer 5 to 4  Message = '2=IT'kv$x:FQ]hs~,7C
A:     851.8062,  Layer 5 to 4  Message = (Eb~=Z(6SpxLi(Eb~=Zw
A:     859.5031,  Layer 5 to 4  Message = dW(V'U&)%S$R2Q!P~O}N
A:     860.3007,  Layer 5 to 4  Message = *fL.nP2r*6vX:z3>~aC%
A:     865.5659,  Layer 5 to 4  Message = +|pdWK>2&+k_RF9-~rfY
A:     878.7829,  Layer 5 to 4  Message = ,16;AFKPUZ,ejoty~&+0
A:     895.8473,  Layer 5 to 4  Message = -DZq*AWn'=T-$:Qh~7Ne
A:     898.1632,  Layer 5 to 4  Message = .V~Iq;d.V~Iq.d.V~Iq;
A:     900.9304,  Layer 5 to 4  Message = xiE~Z6pL(b=wSxiE~Z6p
A:     909.0973,  Layer 5 to 4  Message = d{iVD1|jWE2}2X03~lYG
A:     910.5716,  Layer 5 to 4  Message = 10x.-,+*)('&%$#1~}|{
A:     929.5096,  Layer 5 to 4  Message = 2CSdt'7HXiy,<M^n21BR
A:     939.6531,  Layer 5 to 4  Message = 3fw;^!Df*Ln2Tv3]~3e)
A:     942.3186,  Layer 5 to 4  Message = 4h=qGzP&Yxc8lBuK~T4^
A:     960.5822,  Layer 5 to 4  Message = 5zbI0u]D+pW>&kR9~fM5
A:     977.6721,  Layer 5 to 4  Message = 6x(~wpibZSLE=6x(~wpi
A:     987.1621,  Layer 5 to 4  Message = d7LVaku!,6AK2`jt~+5?
A:    1006.5591,  Layer 5 to 4  Message = 8T8.Jf$?[w5Qm+Gc~<Xt
A:    1011.0589,  Layer 5 to 4  Message = 9g693a0^-Z*W'T$Q~N{K
A:    1018.8438,  Layer 5 to 4  Message = :yZ;:[<{]=|^>}_?~`A!
A:    1019.4738,  Layer 5 to 4  Message = ;.~qd;I;.~qdVI;.~qdV
A:    1028.5500,  Layer 5 to 4  Message = <fEIMQ<Y^bfjnr3z~%)-
A:    1032.2309,  Layer 5 to 4  Message = =Si~6Lb=xEZp(=Si~6Lb
A:    1037.1518,  Layer 5 to 4  Message = dfxV}Gn7>(Ov2g0W~Ho8
A:    1043.0872,  Layer 5 to 4  Message = ?xS.gBzU0?D|W2kF~Y4m
A:    1059.4078,  Layer 5 to 4  Message = A-wdP<)s`LA%o[H4~kWD
A:    1079.0970,  Layer 5 to 4  Message = B?=;97531x-B)'%#~|zx
A:    1096.3672,  Layer 5 to 4  Message = CRbq#2BQap!1CP`o~0?O
A:    1116.0944,  Layer 5 to 4  Message = De(Ij-No2St7XD<^~Bc&
A:    1130.9180,  Layer 5 to 4  Message = EwL~S(Zxb6i=pEEL~S(Z
A:    1150.8812,  Layer 5 to 4  Message = dfpV<#gM3w^D2n3F~eK1
A:    1152.6946,  Layer 5 to 4  Message = G>6.&{skcZRJB91)Gvnf
A:    1170.6076,  Layer 5 to 4  Message = HQZdmv!+4=GPYclu~H3<
A:    1174.3239,  Layer 5 to 4  Message = Id~;Vq.Id~;Vq.Id~;Iq
A:    1193.6445,  Layer 5 to 4  Message = JvEq?l:g5b0]+W&R~MyJ
A:    1196.2367,  Layer 5 to 4  Message = K+iI)gG'eE%cC#aA~_>|
A:    1202.4731,  Layer 5 to 4  Message = LLx~pbSE6(wiZL=x~pbS
A:    1218.3228,  Layer 5 to 4  Message = dPMVY]`cfilo2ux{~$'*
A:    1222.8808,  Layer 5 to 4  Message = NcwNCWl#7Lau,AUj~5J_
A:    1229.3373,  Layer 5 to 4  Message = Of=dORxAgxU{Dj3X~Gm5
A:    1244.6683,  Layer 5 to 4  Message = P*b;sP'_8pJ$[5mG~X2j
A:    1252.9623,  Layer 5 to 4  Message = Q<(q]HQ|hS>*s_J5~jUA
A:    1269.1669,  Layer 5 to 4  Message = ROLIFC?R9630-*'$~{xu
A:    1280.9364,  Layer 5 to 4  Message = Sbp~x=LZSw(6ESbp~x=L
A:    1290.8246,  Layer 5 to 4  Message = dt6Vv8Xx:Tz<2|>_~Aa#
A:    1301.3727,  Layer 5 to 4  Message = U)Z.`3e8j=UCtHyM~R&W
A:    1302.5996,  Layer 5 to 4  Message = V;~dI.qV;~dV.qV;~dI.
A:    1303.2409,  Layer 5 to 4  Message = WNE;2)}tkbXOW<3*~ulc
A:    1321.5258,  Layer 5 to 4  Message = Xfiqy$,4<EMU^X3v~)19
A:    1336.4653,  Layer 5 to 4  Message = YsxIc|8Rl(B[u1Ye~:Tn
A:    1344.5345,  Layer 5 to 4  Message = Z(S~LwEp=i6bxZ(Z~LwE
A:    1364.3293,  Layer 5 to 4  Message = d:wV5rQ0mL+h2&cB[^<y
A:    1374.8281,  Layer 5 to 4  Message = ]M=.|m^N>x}n_O?0~]`P
A:    1388.0142,  Layer 5 to 4  Message = ^`bdfhjlnprtvxz|~#^'
A:    1406.5170,  Layer 5 to 4  Message = _r(;Ocv,?Sgz0DWk~4H_
A:    1423.8663,  Layer 5 to 4  Message = `'Lq8^%Jo6[#Hm4Y~Fk2
A:    1432.7381,  Layer 5 to 4  Message = aapI!X1hAwP)`8oH~W0g
A:    1441.2150,  Layer 5 to 4  Message = bfb~iS=(pZExwb36~iS=
A:    1452.5534,  Layer 5 to 4  Message = d_ZcRNJFB=952-)%~zvr
A:    1456.7942,  Layer 5 to 4  Message = dq~.dIVdq~.;IVdq~.;I
A:    1472.5250,  Layer 5 to 4  Message = e&Ed%ec$Cb#Ba!A`~?_}
A:    1480.2754,  Layer 5 to 4  Message = f8i;l>fBrEuHxK{N~Q$T
A:    1480.6640,  Layer 5 to 4  Message = gKxqU9{gD(jN2tX<~cG+
A:    1492.8345,  Layer 5 to 4  Message = h^SI>4*}hi_TJ?5+~tj`
A:    1501.9637,  Layer 5 to 4  Message = ipw~(x6=EiSZbipw~(x6
A:    1516.3319,  Layer 5 to 4  Message = d%=Vo*C[txja24Mf~9Rk
A:    1522.8780,  Layer 5 to 4  Message = kfb.X%OyFp<k3^3T~KuB
A:    1542.7748,  Layer 5 to 4  Message = lJ(dB}[9uS1ml)eC~]:v
A:    1548.4900,  Layer 5 to 4  Message = m]L;+xhWG6&scmB1~n^M
A:    1564.4342,  Layer 5 to 4  Message = nopqrstuvwxyz{n}~!#$
A:    1577.7261,  Layer 5 to 4  Message = o$6I[n#5HZm!4GYo~3FX
A:    1594.2235,  Layer 5 to 4  Message = p6Z~EixSw=b(Lp6ZpEix
A:    1606.2831,  Layer 5 to 4  Message = dI~V.d;qI~V.2;qI~q.d
A:    1612.2512,  Layer 5 to 4  Message = r[E.u_H1xbK4{eN7~hr:
A:    1617.6984,  Layer 5 to 4  Message = snid_YTOJE?:50+&~yts
A:    1630.0321,  Layer 5 to 4  Message = tfx;HTamy(4AMY3r~-9F
A:    1642.2230,  Layer 5 to 4  Message = uuSq1Om-Ki)Ge%Ca~>]z
A:    1653.8654,  Layer 5 to 4  Message = vHvIxJyKzL{M|N}O~P!Q
A:    1667.9939,  Layer 5 to 4  Message = wZ=wbE(iLxpS6wZ=~bE(
